impl,attrCount,revealRatio,issuer_ms_mean,issuer_ms_std,issuer_ms_count,wallet_ms_mean,wallet_ms_std,wallet_ms_count,verifier_ms_mean,verifier_ms_std,verifier_ms_count,issuer_cpu_ms_mean,issuer_cpu_ms_std,issuer_cpu_ms_count,wallet_cpu_ms_mean,wallet_cpu_ms_std,wallet_cpu_ms_count,verifier_cpu_ms_mean,verifier_cpu_ms_std,verifier_cpu_ms_count,e2e_ms_mean,e2e_ms_std,e2e_ms_count,payload_present_bytes_mean,payload_present_bytes_std,payload_present_bytes_count,vc_size_bytes_mean,vc_size_bytes_std,vc_size_bytes_count
bbs2023-pairing-crypto,5,0.2,28.59134309999995,4.356715342727198,50,167.89856924000006,23.40204883705763,50,29.858475399999964,1.5784602410285091,50,32.30808,24.07600458568232,50,189.53588,81.20500921832698,50,33.53496,10.19472011998848,50,226.34838774,28.954354133513945,50,756.0,0.0,50,904.0,0.0,50
bbs2023-pairing-crypto,5,0.4,27.75130764000012,1.1386918339050287,50,158.80152914000007,4.381668309198128,50,27.647635339999905,0.45320313974043425,50,30.949519999999996,10.727403037462668,50,171.20484,24.76863420419512,50,28.772579999999998,4.517482525812404,50,214.2004721200001,5.224298752936249,50,743.0,0.0,50,904.0,0.0,50
bbs2023-pairing-crypto,5,0.6,28.412796840000375,3.2109798344673353,50,159.44673848,20.70066289511484,50,26.803941499999855,4.615382096515414,50,29.94012,8.065141869369764,50,165.67034,22.3947342258243,50,26.95144,4.7480033318420976,50,214.66347682000023,27.44040510540483,50,734.0,0.0,50,904.0,0.0,50
bbs2023-pairing-crypto,5,0.8,29.05108472000022,3.5941945189522935,50,170.9904123800004,32.84207491796217,50,25.436695400000026,6.094282355771383,50,29.91954,6.682338693656188,50,171.81998,21.410808053162956,50,25.00268,4.114132608460744,50,225.47819250000066,40.789166406061874,50,712.0,0.0,50,904.0,0.0,50
bbs2023-pairing-crypto,5,1.0,29.027726120000445,0.5770462161117642,50,169.80651075999967,8.664503308989001,50,22.09778160000016,0.321956400242983,50,28.85304,2.0086021737130775,50,183.69954,48.75953473025161,50,22.43978,2.3357877340133775,50,220.93201848000027,8.953160221476699,50,698.0,0.0,50,904.0,0.0,50
bbs2023-pairing-crypto,6,0.2,31.33080002000017,2.1639393326527054,50,185.95752927999973,6.1743873323976155,50,31.79781537999981,0.13064659355064287,50,33.99416,14.807090938314325,50,195.01516,34.50639686650248,50,31.613139999999998,0.30723360851977466,50,249.0861446799997,7.960561247716643,50,800.0,0.0,50,923.0,0.0,50
bbs2023-pairing-crypto,6,0.4,30.9398892600002,0.4150639421416361,50,181.98293690000006,3.860869815755139,50,29.926901500000533,0.5434227901443239,50,31.59238,3.981686956042422,50,188.41155999999998,16.30455425441315,50,29.77764,0.8813355301669703,50,242.84972766000078,4.244527123639001,50,783.0,0.0,50,923.0,0.0,50
bbs2023-pairing-crypto,6,0.6,31.359886079999995,1.7601398458576014,50,179.48886461999922,7.829285663848834,50,27.992652240000314,0.31633171483581374,50,32.64328,11.410426306296735,50,190.10494,43.73188908327932,50,28.23742,2.7719835607045593,50,238.84140293999954,9.178220355593545,50,778.0,0.0,50,923.0,0.0,50
bbs2023-pairing-crypto,6,0.8,30.80466618000035,0.4912536426450161,50,176.4675968999992,7.4369000888636485,50,25.967020059999196,0.30089254588217396,50,31.15998,4.490355744690787,50,187.2652,40.97913869026432,50,27.213820000000002,4.814868195750426,50,233.23928313999875,7.833542179696262,50,756.0,0.0,50,923.0,0.0,50
bbs2023-pairing-crypto,6,1.0,31.413067740000262,2.5574393840147853,50,168.9342384199999,5.766598338647576,50,22.03503079999937,0.3037401812956012,50,34.05184,11.688829213485876,50,179.32338,35.39102637553591,50,22.98284,6.4166987486573195,50,222.38233695999952,7.9380261507015195,50,724.0,0.0,50,923.0,0.0,50
bbs2023-pairing-crypto,7,0.2,33.43849702000065,2.956996689837462,50,192.33689232000003,12.561429987610245,50,33.83853390000091,0.345584764732816,50,36.17742,18.15178844068843,50,208.3378,80.21613843452538,50,34.13206,2.165965132570283,50,259.6139232400016,15.230728901969727,50,844.0,0.0,50,942.0,0.0,50
bbs2023-pairing-crypto,7,0.4,33.7100415199998,3.5888474547234748,50,189.73904459999991,7.948822817949725,50,32.05674467999983,0.363139597110924,50,33.90818,5.046105176939409,50,191.37387999999999,21.132337567021086,50,31.88838,0.7220321913226044,50,255.50583079999953,10.665846024916128,50,827.0,0.0,50,942.0,0.0,50
bbs2023-pairing-crypto,7,0.6,33.01762607999961,0.8617480749613976,50,180.52034782000032,5.823266640868828,50,27.95101535999973,0.22578158839581422,50,34.7385,6.4890752029696745,50,187.46212,32.44540265577713,50,27.8796,0.8747707571421335,50,241.48898925999964,6.216191656565397,50,800.0,0.0,50,942.0,0.0,50
bbs2023-pairing-crypto,7,0.8,32.80091549999954,0.37065255773964595,50,177.17983379999873,7.190615860336309,50,26.348900020000585,3.789258705549067,50,32.79574,4.530529427142492,50,188.16018,47.13779646720099,50,30.093919999999997,31.005111751583204,50,236.32964931999885,10.187874802651464,50,782.0,0.0,50,942.0,0.0,50
bbs2023-pairing-crypto,7,1.0,33.094081559999616,1.8058851414949506,50,171.4644000599999,6.261322793709023,50,22.008547699998015,0.2330815804475075,50,34.31854,13.291140793792238,50,175.52421999999999,27.073715542517302,50,22.59544,3.23738123671537,50,226.56702931999752,7.832697454011969,50,750.0,0.0,50,942.0,0.0,50
bbs2023-pairing-crypto,8,0.2,35.9131307199999,4.317678549137772,50,197.23563077999978,11.01481109773053,50,36.175075400000786,2.1161001464596674,50,40.30636,27.71975011281189,50,206.64903999999999,49.823975116469086,50,37.58262,8.269163565750944,50,269.32383690000046,15.778290774825487,50,884.0,0.0,50,962.0,0.0,50
bbs2023-pairing-crypto,8,0.4,34.93567221999983,1.0659464246430908,50,190.80719692000187,6.219018777323486,50,31.936223219998066,0.4699137513235521,50,34.72716,3.105332690185497,50,192.78812000000002,23.993496451007086,50,31.80444,1.1065412772993828,50,257.6790923599998,6.669296278324679,50,862.0,0.0,50,962.0,0.0,50
bbs2023-pairing-crypto,8,0.6,34.83601234000118,0.8669315303673145,50,185.76445227999997,5.091639523494612,50,29.988652359997506,1.484748740559647,50,34.90232,4.016283150437701,50,191.92831999999999,27.363000335579034,50,31.37746,11.801977117674921,50,250.58911697999866,6.105710926352417,50,840.0,0.0,50,962.0,0.0,50
bbs2023-pairing-crypto,8,0.8,34.97608007999952,1.152873754566657,50,180.0562739200011,4.643514135212176,50,25.879221439998947,0.30897178463741576,50,36.5644,11.796561124639119,50,184.64114,25.137796203318864,50,26.52124,4.278428600334855,50,240.91157543999958,5.587838922487711,50,808.0,0.0,50,962.0,0.0,50
bbs2023-pairing-crypto,8,1.0,35.032832260000866,2.07118452436915,50,174.94411534000014,6.489081469303479,50,22.230607680001413,1.9462621345149174,50,36.66158,14.636964774146032,50,179.57301999999999,33.233893434810284,50,24.36732,18.13834258728943,50,232.20755528000242,9.065348037588393,50,776.0,0.0,50,962.0,0.0,50
bbs2023-pairing-crypto,9,0.2,37.03525385999994,1.5737145489186457,50,202.2063662799995,6.387752248286118,50,37.551993820001954,0.20973526625321925,50,40.001259999999995,14.175172002426194,50,214.90042000000003,38.62572696949588,50,38.86596,5.3453985092654355,50,276.7936139600014,7.542763832811606,50,928.0,0.0,50,981.0,0.0,50
bbs2023-pairing-crypto,9,0.4,40.233089240003025,19.821559371707664,50,199.16939851999922,51.83362068535414,50,37.08279833999986,12.247973516190036,50,39.59888,15.795207071586173,50,192.76622,27.241593774204457,50,35.143519999999995,9.981467239574243,50,276.4852861000021,77.37458933323758,50,906.0,0.0,50,981.0,0.0,50
bbs2023-pairing-crypto,9,0.6,35.42766621999908,0.7314404215379051,50,173.2786522799975,3.409153675617937,50,29.491143119999904,0.4819580891476022,50,37.371340000000004,8.960188009620953,50,178.20932000000002,22.332858814631983,50,30.037840000000003,3.113386438708612,50,238.19746161999646,3.9174451913842443,50,866.0,0.0,50,981.0,0.0,50
bbs2023-pairing-crypto,9,0.8,35.23358925999957,0.8180050640327066,50,166.2254753799981,2.7032026059193024,50,25.568127759998315,0.8410574130247893,50,38.29686,15.771469992194572,50,172.78243999999998,24.4394027450988,50,26.5449,8.352071570599009,50,227.02719239999598,3.540585684370506,50,834.0,0.0,50,981.0,0.0,50
bbs2023-pairing-crypto,9,1.0,35.43463687999756,0.7330635445207849,50,162.01157552000018,3.0280179450242173,50,21.553901499997593,0.1337973776539496,50,36.67994,7.541609730213911,50,166.24732,14.66651072319076,50,21.98246,3.221852111593515,50,219.00011389999534,3.356123776801869,50,803.0,0.0,50,981.0,0.0,50
bbs2023-pairing-crypto,10,0.2,37.31518618000264,0.9738122163645961,50,188.30690925999662,3.3473391405823216,50,37.201829239996734,0.4722038489454171,50,39.8121,11.030269336822979,50,193.07198,17.32129248310605,50,38.001599999999996,4.463160187260015,50,262.82392467999597,4.1681402501634475,50,955.0,0.0,50,1002.0,0.0,50
bbs2023-pairing-crypto,10,0.4,43.929133839994904,14.611029659842286,50,210.03059530000027,45.31342035332161,50,36.125189140000145,5.023536653518229,50,40.25706,8.390231636533874,50,199.20329999999998,32.5512841849878,50,34.4457,2.401115406197199,50,290.08491827999535,61.080323077535446,50,928.0,0.0,50,1002.0,0.0,50
bbs2023-pairing-crypto,10,0.6,41.17893552000227,3.8875878497600604,50,208.3005307799997,12.600505957869569,50,31.12538154000067,2.5632859019928778,50,40.60194,7.504763070972231,50,210.45948,35.198043534009685,50,32.41854,12.432997740886869,50,280.6048478400026,17.093499450610384,50,892.0,0.0,50,1002.0,0.0,50
bbs2023-pairing-crypto,10,0.8,39.02003996000043,1.6460431824737998,50,191.3246937799931,6.115838012278232,50,25.91884921999532,0.3501278897206993,50,41.69028,17.37859412956065,50,196.70344,29.936630819496987,50,26.034940000000002,1.909567088560725,50,256.26358295998887,7.489114182215964,50,860.0,0.0,50,1002.0,0.0,50
bbs2023-pairing-crypto,10,1.0,38.68764618000481,1.6031684803556001,50,182.98889238000032,4.276821961377197,50,21.947286200003,0.21840612264964804,50,38.94582,6.283503697941204,50,186.1518,22.610715381005008,50,22.72404,4.894512120357506,50,243.62382476000815,5.597811590024469,50,831.0,0.0,50,1002.0,0.0,50
bbs2023-pairing-crypto,20,0.5,58.2911661800032,2.5726915554496235,50,257.4741892600001,6.748552493923385,50,41.362458460005,0.34094362507756465,50,60.61416,15.047770092255787,50,264.98532,34.52866487453517,50,41.85322,3.5781875544892894,50,357.12781390000833,9.095325924833013,50,1255.0,0.0,50,1212.0,0.0,50
bbs2023-pairing-crypto,40,0.5,90.56369846000104,1.4635319387608114,50,359.68309995999675,8.073004700492326,50,60.54924477999797,0.7438387369857802,50,92.45252,13.934895090867009,50,367.43212,35.15837432721036,50,61.12804,3.7887241240506375,50,510.7960431999958,9.354833845747097,50,1963.0,0.0,50,1632.0,0.0,50
bbs2023-pairing-crypto,60,0.5,127.33845526000485,53.009802538556144,50,441.574780019999,86.45102443673936,50,76.30442157999728,6.518845223668863,50,120.77552,10.798140123754875,50,437.20730000000003,24.264643905216055,50,77.36207999999999,9.142175648351225,50,645.2176568600012,144.02183342495925,50,2671.0,0.0,50,2052.0,0.0,50
bbs2023-pairing-crypto,80,0.5,160.50022469999618,21.416940802102406,50,573.5033816400042,95.71182904597623,50,102.15171693999204,27.82839176160384,50,153.26834,4.688979918698645,50,545.01956,32.620595038404666,50,95.51848,7.572776241894114,50,836.1553232799924,127.4976329641731,50,3375.0,0.0,50,2472.0,0.0,50
bbs2023-pairing-crypto,100,0.5,192.9044922800001,18.1351289448773,50,667.2116154000058,101.81401680533446,50,116.30973066000035,16.831819435166857,50,188.2424,9.852366700028814,50,641.08612,25.732834641352365,50,111.79066,5.054511008505374,50,976.4258383400063,129.74945472955235,50,4083.0,0.0,50,2895.0,0.0,50
json-bbs-plus,5,0.2,39.77801692000005,9.077825064967282,50,292.7594047599998,40.6286082103957,50,83.01666309999999,9.541079723827258,50,44.04765999999999,38.966317718710734,50,308.7039,99.82956452757524,50,83.92948,9.757418637056398,50,415.5540847799999,55.21117920650964,50,1012.0,0.0,50,948.0,0.0,50
json-bbs-plus,5,0.4,38.45961544000013,1.1624307415978534,50,297.93562619999994,7.609108297074544,50,80.7379785,0.5304132294882301,50,39.80656,6.0178419759368,50,311.09658,31.453846766521842,50,81.64362,4.248595099799557,50,417.13322014000005,8.24214566970605,50,995.0,0.0,50,948.0,0.0,50
json-bbs-plus,5,0.6,38.776446179999624,1.934784846232279,50,303.82478313999985,9.531980367220704,50,82.08974775999967,1.5782305295850774,50,40.04918,6.777619185531276,50,311.66924,29.031070505165992,50,82.17533999999999,5.720459121041788,50,424.69097707999913,11.312447953175258,50,990.0,0.0,50,948.0,0.0,50
json-bbs-plus,5,0.8,37.65252314000027,0.8555931181875117,50,294.8938477000003,7.189646385664134,50,81.50015231999961,0.6826757190925701,50,41.27746,15.723020812743309,50,303.33619999999996,33.813897298752934,50,81.43484000000001,2.3509424889015142,50,414.0465231600002,8.134281177880034,50,968.0,0.0,50,948.0,0.0,50
