impl,attrCount,revealRatio,issuer_ms_mean,issuer_ms_std,issuer_ms_count,wallet_ms_mean,wallet_ms_std,wallet_ms_count,verifier_ms_mean,verifier_ms_std,verifier_ms_count,issuer_cpu_ms_mean,issuer_cpu_ms_std,issuer_cpu_ms_count,wallet_cpu_ms_mean,wallet_cpu_ms_std,wallet_cpu_ms_count,verifier_cpu_ms_mean,verifier_cpu_ms_std,verifier_cpu_ms_count,e2e_ms_mean,e2e_ms_std,e2e_ms_count,payload_present_bytes_mean,payload_present_bytes_std,payload_present_bytes_count,vc_size_bytes_mean,vc_size_bytes_std,vc_size_bytes_count
bbs2023-pairing-crypto,5,0.2,7.1527454600000056,0.6831769486861273,50,41.95976950000008,4.169844903996,50,7.871083160000053,0.22897647435557303,50,8.2279,3.3167383182018715,50,46.72594,12.718900107128055,50,8.45698,1.0722045283490673,50,56.98359812000013,4.952428918656849,50,756.0,0.0,50,904.0,0.0,50
bbs2023-pairing-crypto,5,0.4,6.440813400000042,0.2252032841763051,50,37.11019982,1.2364845153438573,50,6.832957439999991,0.16957459341025244,50,7.314500000000001,0.6129062001677594,50,42.81774,3.096318134857091,50,7.6709000000000005,0.4899005001018064,50,50.38397066000003,1.5191793798715545,50,743.0,0.0,50,904.0,0.0,50
bbs2023-pairing-crypto,5,0.6,6.411860500000075,0.18337475885197177,50,35.692056319999935,0.8735727463882551,50,6.31646222000003,0.0706926293843228,50,7.55284,1.3515499848813042,50,41.40366,3.787317518255056,50,7.14962,0.4111801774980735,50,48.42037904000004,0.9438632758448326,50,734.0,0.0,50,904.0,0.0,50
bbs2023-pairing-crypto,5,0.8,6.438985740000098,0.17057775772687003,50,34.69972306000003,0.8834978908025416,50,5.8219780800000445,0.07908638859756272,50,7.68288,1.8609131140274078,50,39.98868,3.890087567557482,50,6.52296,0.2444966474458186,50,46.960686880000175,0.989683760746649,50,712.0,0.0,50,904.0,0.0,50
bbs2023-pairing-crypto,5,1.0,6.430209020000039,0.2155687417794801,50,33.871231420000186,1.0228320020159287,50,5.33697987999989,0.07227071170930749,50,7.69836,2.0421100607969596,50,39.34236,4.68770306122349,50,6.035019999999999,0.5404688248291895,50,45.638420320000115,1.18300166534655,50,698.0,0.0,50,904.0,0.0,50
bbs2023-pairing-crypto,6,0.2,7.256753379999936,0.31434503203033126,50,40.263673360000176,1.706919421007951,50,8.088102639999962,0.24994302386498018,50,8.38134,2.184808520167367,50,44.31812,4.858636999767549,50,8.5672,0.11020444822312324,50,55.60852938000007,2.1107580062271167,50,800.0,0.0,50,923.0,0.0,50
bbs2023-pairing-crypto,6,0.4,7.477144760000155,0.22022836274479912,50,40.80085356000025,1.168492931707245,50,7.792047180000299,0.10923756905070989,50,7.85682,0.4936753328714269,50,43.476679999999995,3.7622450930804816,50,8.1238,0.31801219332289904,50,56.0700455000007,1.343942378356991,50,783.0,0.0,50,923.0,0.0,50
bbs2023-pairing-crypto,6,0.6,7.4615715600002295,0.2388974909229323,50,39.57928240000001,0.9461288957510989,50,7.257349399999948,0.09794246724297694,50,8.10182,1.793103075790169,50,42.36138,3.8656010958510576,50,7.53404,0.1014895108684958,50,54.29820336000019,1.127357942799895,50,778.0,0.0,50,923.0,0.0,50
bbs2023-pairing-crypto,6,0.8,7.52421328000004,0.38356498576994413,50,38.846783819999615,1.0151053626990867,50,6.775891719999927,0.09013347685635331,50,8.68936,2.662238376606714,50,42.42138,5.000614639323894,50,7.20632,0.6115544409827421,50,53.14688881999959,1.3109561609991585,50,756.0,0.0,50,923.0,0.0,50
bbs2023-pairing-crypto,6,1.0,7.97264559999996,0.25162907040684085,50,40.02818444000019,1.3830586892744485,50,6.1800971799999385,0.1252992307568885,50,8.02678,1.6294428782468524,50,39.4219,3.7279245429540517,50,6.0292200000000005,0.49449567340919,50,54.180927220000086,1.660608456210935,50,724.0,0.0,50,923.0,0.0,50
