src_file,impl,attrCount,revealRatio,issuer_ms,wallet_ms,verifier_ms,issuer_cpu_ms,wallet_cpu_ms,verifier_cpu_ms,payload_present_bytes,vc_size_bytes,e2e_ms,type
bbsplus.jsonl,json-bbs-plus,5,0.2,6.199905999999828,36.62374800000043,4.699195000000145,14.292,64.878,9.339,1012.0,948.0,47.522849000000406,run
bbsplus.jsonl,json-bbs-plus,5,0.2,4.19353000000001,24.322831999999835,4.558259000000362,4.501,31.217,4.891,1012.0,948.0,33.07462100000021,run
bbsplus.jsonl,json-bbs-plus,5,0.2,5.214135000000169,23.471442000000025,4.641964000000371,6.658,27.152,4.984,1012.0,948.0,33.327541000000565,run
bbsplus.jsonl,json-bbs-plus,5,0.2,4.086005999999998,21.81962399999975,4.587373000000298,4.365,25.223,4.925,1012.0,948.0,30.493003000000044,run
bbsplus.jsonl,json-bbs-plus,5,0.2,4.207225000000108,21.96369199999981,4.590943000000152,4.518,23.662,4.929,1012.0,948.0,30.76186000000007,run
bbsplus.jsonl,json-bbs-plus,5,0.2,3.971023999999943,21.871694999999818,4.556180999999924,4.296,23.57,4.891,1012.0,948.0,30.398899999999685,run
bbsplus.jsonl,json-bbs-plus,5,0.2,4.661583999999948,22.26535100000001,4.579737999999907,5.005,23.961,4.917,1012.0,948.0,31.506672999999864,run
bbsplus.jsonl,json-bbs-plus,5,0.2,3.9710150000000795,21.9726840000003,4.586497000000236,4.265,24.147,4.923,1012.0,948.0,30.530196000000615,run
bbsplus.jsonl,json-bbs-plus,5,0.2,4.543566999999712,24.4059129999996,4.676690000000235,4.896,30.484,5.02,1012.0,948.0,33.62616999999955,run
bbsplus.jsonl,json-bbs-plus,5,0.2,4.028477999999723,21.834460000000036,4.524456999999984,4.325,23.785,4.855,1012.0,948.0,30.387394999999742,run
bbsplus.jsonl,json-bbs-plus,5,0.2,3.9530140000001666,21.290085999999974,4.556020999999873,4.247,22.899,4.892,1012.0,948.0,29.799121000000014,run
bbsplus.jsonl,json-bbs-plus,5,0.2,4.508980999999949,22.846922000000177,4.643828999999641,4.829,24.577,4.987,1012.0,948.0,31.999731999999767,run
bbsplus.jsonl,json-bbs-plus,5,0.2,3.9427770000002056,22.076958999999988,4.534448999999768,4.227,24.208,4.87,1012.0,948.0,30.55418499999996,run
bbsplus.jsonl,json-bbs-plus,5,0.2,3.90324099999998,21.737229000000298,4.516066000000137,4.182,24.676,4.851,1012.0,948.0,30.156536000000415,run
bbsplus.jsonl,json-bbs-plus,5,0.2,4.577616999999918,22.055797999999868,4.60705199999984,4.904,23.714,4.947,1012.0,948.0,31.240466999999626,run
bbsplus.jsonl,json-bbs-plus,5,0.2,3.889499999999771,21.075497999999698,4.608487999999852,4.177,23.782,5.793,1012.0,948.0,29.57348599999932,run
bbsplus.jsonl,json-bbs-plus,5,0.2,4.148942000000261,21.895853999999872,4.61085600000024,4.447,23.551,4.952,1012.0,948.0,30.655652000000373,run
bbsplus.jsonl,json-bbs-plus,5,0.2,3.8599209999997584,21.575560000000223,4.555992999999944,4.147,27.501,4.892,1012.0,948.0,29.991473999999926,run
bbsplus.jsonl,json-bbs-plus,5,0.2,4.255334999999832,21.572540000000117,4.545982000000095,4.558,24.064,5.327,1012.0,948.0,30.373857000000044,run
bbsplus.jsonl,json-bbs-plus,5,0.2,4.059241999999813,22.555252999999993,4.6738100000002305,4.863,29.306,5.019,1012.0,948.0,31.288305000000037,run
bbsplus.jsonl,json-bbs-plus,5,0.2,3.9214109999998072,21.68099099999972,4.693974000000253,4.213,27.664,9.367,1012.0,948.0,30.296375999999782,run
bbsplus.jsonl,json-bbs-plus,5,0.2,4.351101999999628,21.541271999999935,4.554446000000098,4.67,23.165,4.892,1012.0,948.0,30.44681999999966,run
bbsplus.jsonl,json-bbs-plus,5,0.2,4.010424999999941,21.244541000000027,4.580445999999938,4.772,23.322,4.918,1012.0,948.0,29.835411999999906,run
bbsplus.jsonl,json-bbs-plus,5,0.2,4.812695000000076,22.845020000000204,4.615881000000172,6.801,26.2,4.955,1012.0,948.0,32.27359600000045,run
bbsplus.jsonl,json-bbs-plus,5,0.2,4.140034000000014,22.512821999999687,4.597916999999143,4.448,24.218,4.937,1012.0,948.0,31.250772999998844,run
bbsplus.jsonl,json-bbs-plus,5,0.2,3.997266000000309,25.949054000000615,4.774928999999247,4.289,44.937,15.453,1012.0,948.0,34.72124900000017,run
bbsplus.jsonl,json-bbs-plus,5,0.2,4.036970999999539,21.27052300000014,4.5269170000001395,4.285,24.089,4.861,1012.0,948.0,29.834410999999818,run
bbsplus.jsonl,json-bbs-plus,5,0.2,3.9048540000003413,20.800470000000132,4.551005999999688,4.183,22.37,4.888,1012.0,948.0,29.256330000000162,run
bbsplus.jsonl,json-bbs-plus,5,0.2,3.859621999999945,20.931131999999707,4.579606999999669,4.145,25.763,4.918,1012.0,948.0,29.37036099999932,run
bbsplus.jsonl,json-bbs-plus,5,0.2,3.8733069999998406,20.640330000000176,4.536304999999629,4.16,22.194,4.871,1012.0,948.0,29.049941999999646,run
bbsplus.jsonl,json-bbs-plus,5,0.2,3.8853799999997136,21.027908000000025,4.517287000000579,4.176,22.943,4.85,1012.0,948.0,29.430575000000317,run
bbsplus.jsonl,json-bbs-plus,5,0.2,3.8889970000000176,20.899915999999394,4.524381999999605,4.173,22.997,4.858,1012.0,948.0,29.313294999999016,run
bbsplus.jsonl,json-bbs-plus,5,0.2,3.876643999999942,20.733320000000276,4.502306000000317,4.161,22.812,4.835,1012.0,948.0,29.112270000000535,run
